id,T1,T2.1: Joy,T2.2: Sadness,T2.3: Fear,T2.4: Disgust,T2.5: Anger,T2.6: Surprise,T2.7: Neutral,T3.1: Anger,T3.2: Anxiety,T3.3: Craving,T3.4: Emphatic pain,T3.5: Fear,T3.6: Horror,T3.7: Joy,T3.8: Relief,T3.9: Sadness,T3.10:surprise
3f5e30b2-f6e1-4e72-a921-13218e3ad00a,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
7ff9b45c-d9f5-46a5-8277-ee849f9a9b4b,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
825c9bdd-b659-40bc-a325-c22fd55a25c5,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
77b841b9-8b97-4379-9bc9-c3ef7ecfefda,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ef5904e4-73ef-4c39-9a75-12190a30a91f,positive,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
5d0595b5-23fa-4bed-b17e-e8d06ffa6dac,positive,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
8af48f6d-e22f-4f73-a510-a081d2bfc8c9,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
ded064fa-676f-47da-934b-683a29808f03,negative,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
499bd847-c9f4-48a3-b778-e0685d4ed440,negative,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
cc2b0e42-209a-4077-a9e5-912385e59dcf,positive,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
b5b1c1fa-5793-4862-9673-055fe2ef6004,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
50273610-b875-49f7-befd-94f97dbca971,negative,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
27421118-5e9c-450a-9ffd-5b084620b1cc,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1
2d471f62-38fe-437f-8d54-6a196d22ef0c,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
035ed017-bc64-4445-85e9-67c6f4d19fee,positive,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
b45319e6-72d4-4424-a76d-aaf35f315623,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
c1acc3eb-30be-4882-b4af-fb3b90eb98b4,negative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67d1c200-676a-4362-b68b-01823eef0dfe,positive,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6fa6f16b-92fe-401c-a446-cd951f7d6d48,negative,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
0fbb9f25-1988-47be-9597-54e0f99c0b6e,negative,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4c7b7378-ee7d-4cba-addf-e7ed9cf90c42,negative,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
9cda91be-288d-4084-8fbc-d407a9a212d8,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
87c56843-23de-40ba-a65d-1febf154de1d,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5916157c-f37f-4b8a-8db6-c88294eec45e,negative,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1159d025-38f7-4fb9-8218-fbf04d46c244,negative,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
7f0f5006-3594-4092-94c5-baa67ae3711e,negative,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
8d3cb58d-d90a-44d3-995c-9daad0e34b93,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
abcd77e9-92b3-46ab-a21f-fba7b3e6a757,positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3823c6c7-f178-42a4-93c0-b9f4f5f582f3,negative,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
f1e83f8f-dc16-4044-ad17-7fd12f125bc1,negative,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
69980180-06ad-4561-b51d-870d1557a3b9,negative,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
c17cefed-ed57-4760-beba-41a90b783b97,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
7d40d5f2-c280-4f0d-97be-3daf8f51cf92,negative,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
171798f0-6343-41e0-8c51-b96a865bae0b,neutral,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6b3cb2b9-38f7-4b39-8472-7d04b8bf49f2,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
31fdd463-f674-4d5d-ba85-0f3eaceaa027,negative,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
6c77aed5-0110-4ea3-81e1-08f6cd1cd4d5,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
20095833-448f-4b41-a1b1-9a20e5256ef8,negative,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
8eed349f-c3a8-4c35-9cca-9ee1ebadfc22,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8a1b70fe-1f7f-45cb-a4f5-4d0bc91e4833,positive,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
f1e38b2d-4fbb-4c6b-bde5-9fc95b955639,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34246c8d-3ece-4286-b36f-7e7e807b0527,positive,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
dab7404e-58b8-4f04-afd9-2d6cc904c2f7,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
86003ffc-a69a-4521-a204-f3d3eef32a41,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
a8f2b8e9-3099-466c-a388-2fe24315577b,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
eb5b9aa7-2929-41fb-86ba-7b8956369d61,negative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
fef60dc8-2658-4d3e-91ed-565cddacbe23,positive,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
a0b1c96f-ba3f-4094-9534-298714e94559,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7e81cd83-2e31-4139-951c-d890c7f95150,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
aaeac606-79a2-422e-b5ee-c47e22f0bd70,positive,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
fbb728c8-4c09-43a7-9e68-782b934cf8bc,negative,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
b5aee88a-223f-4e36-8ddb-c4d822911486,negative,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
66bebc87-85fd-43a2-8572-d1d28204c1a5,negative,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
5556374a-73d4-4365-9fe4-2be71deac42a,positive,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
73653c2c-21d9-4a60-af4a-ba638d39d2bc,negative,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4c846b60-651b-4ef7-8606-9d8795cbe1fd,negative,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
296e8b31-2d19-48f7-bf3e-3aa4f0498e7b,negative,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
179f43d9-e1aa-4728-adb4-5827cd37a39d,negative,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
ba797b64-46f7-4f04-a839-28e44a04d91b,negative,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
a4607bb4-3475-49ea-91d9-c48e61c08412,negative,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7cf95c92-e2de-4988-9585-0acaa214e0bf,negative,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
422354c9-e889-4343-b4cd-31a095540779,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dbaf4177-d8ff-4d8c-a53d-30ec59a0ee78,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6fdbe52c-6664-40c5-9280-8510358d80bd,negative,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
3dd8caa5-2a47-455a-a7b0-373add55c5be,negative,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
a0be6f8d-6088-4e86-91b7-74779369bc06,negative,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
29cb4329-a3e9-4b89-a5da-7ca93c5ead14,negative,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
64e85fc8-4c22-4baa-b356-ad17eb908f00,positive,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
1e235003-d396-46ef-9ca9-116366061431,negative,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
28939f40-3de3-4044-97a6-0bcfc43f7610,negative,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
ea485a17-dc1c-4e9a-ba8d-8e5a98202e2d,positive,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
789501ec-a3e6-454b-9d67-3316b4daf36b,negative,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
84aff491-1d07-4e2b-b2b9-6246fe62defb,negative,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
738ac31d-b056-46ea-ae7e-19709bc30648,negative,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1
73766348-24a9-4e0b-baf1-25d940542b69,negative,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
d8c141c2-c9a0-4a02-955c-8d75d6e4d6f0,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
76c6ecd8-545c-4764-a5e4-1c3961c40dca,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
d2af2adb-c731-48ac-ba9d-671f467c912d,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ed869d53-626f-4f57-832b-352bf62c96c9,negative,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
17e06aa0-1e16-49a2-8842-358ef583f1e0,positive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530c1c8a-4de1-4d36-8bfe-74415cf821f1,negative,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
28662e40-e839-48eb-84e2-dd5dbca6ae1d,negative,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
e51b7f62-bd6b-4f15-b1be-c35c4c246c3b,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
858559dd-39fd-4916-8270-d8ef50459fb7,negative,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
bb5ba854-763b-4532-8f90-180f66a6e91e,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
8905870c-2088-45c5-b2c5-438dec66e1e5,negative,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
e8fd6f52-75c4-459f-b645-c937783a5088,negative,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
efa270b0-3a29-41e8-bd0b-709365ede374,negative,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
04445c62-948b-48cb-8559-f016b42ca4dc,negative,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
81e20bcc-a532-48db-bd71-55f3ff353627,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7c38cd18-68b4-4a4c-8e52-11f9d7e3ddce,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bb1b0b52-46a5-4ae1-a2a2-6468e0035d32,negative,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
5433dfa8-6001-4321-a04b-73186baa44c7,negative,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
d4f69a6e-4691-484f-86e0-5d3196c3189e,negative,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
a1d5adb5-b931-409e-9708-e40e1e27c776,positive,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
94915b07-dbbc-42ee-8e5d-f6ad630afac2,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
aefceece-980e-43dd-8146-208330726b1b,negative,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
a041460f-2179-44f0-93b5-01ec180f381c,negative,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
78a720bb-e521-4eca-85da-177bf3bd766b,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fc264983-1d39-41e6-a31e-6894f0fd2719,neutral,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0
257a8e84-7738-49e2-9945-7f082bf7ad34,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2fa04eb4-7d5f-4419-868b-5027f812c6ff,negative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6dc6befa-e392-4bbd-86c2-2362e4730549,negative,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1cd1c275-8d91-4022-a2bf-d2b7b31a5fde,negative,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
49db7aed-41b8-4ae1-946b-1c16970386f3,negative,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2b307f91-68e4-45d6-acc0-cb5ab62ff745,negative,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0517b68b-9074-4127-a76d-b8684718f053,negative,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
e1a71c6b-a899-4e11-8cfc-cbcd23865ee1,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
82171243-3533-4805-a5e1-4d44f9e6a5cb,negative,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
e83c3a48-98ff-4fb8-b2e2-1db25a2ef21f,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43c970b0-2581-4856-ac0a-6ae406f63fa1,negative,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
28c16081-4667-45bd-b139-c45ca3ca9426,negative,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
5e559c50-e83d-4885-b77f-57baabfed4bb,negative,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7ac008d2-9d4d-4b64-89ac-cff27e991a34,positive,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2531275f-1884-4963-9eca-f23260126a75,negative,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8fb04ae7-336b-4502-8162-2e6b29f29f32,negative,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6cd3da5e-7f56-4ce3-baac-f4e853200116,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
e2e7c9dd-d3ed-49bc-9d45-4a729c085ce3,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
907a79a2-8e63-4e11-99d2-fb3f8194febe,negative,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
a4f6f155-f454-41c8-83a6-8a919eb6dbb9,positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42f28887-4408-4d3e-be64-608771189f5b,negative,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
912675d8-bcce-432d-b5cc-81c9b9d5d3f9,negative,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
a636fed9-4748-4e07-8d22-a488ba6ce6a5,neutral,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
f1358528-2419-48d6-afc1-c212c763cce6,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
e9a23056-1d3a-4cad-98d2-327c1e7d3d72,neutral,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0
ec36f9e4-979e-4ab4-8ced-a1d1de5c94f6,negative,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
fe4bd6a0-5176-4927-b774-67c253998098,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9310ebb0-cbb3-4d00-8b3d-1d347eec9eff,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
d1e05bf0-2e04-4916-9f13-c6b0e4c3748a,negative,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1
1daae8b8-fe80-48d3-9bfd-3438bac8cb71,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21cfe305-0a4d-4058-99db-e8d45efbc6e1,negative,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
4a6d298b-4596-45b0-88f4-10670d21e5e9,negative,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
27009bf0-a940-40c7-b1b0-29cefb2a98a0,negative,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71443bb2-9fe0-4f45-bd93-5906ada6d5fc,negative,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0
2b50f7f3-6066-4e70-a7e2-aa7b6fb82ab9,negative,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
e8c500eb-26b8-4b18-b10e-b56c4a50c294,negative,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9394bb05-68b3-4afb-be83-55e89b100968,negative,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
fa72928f-2a9b-46ee-b665-0832f9e6d0bc,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
78ffaa72-810f-49ad-b210-9e90f59daa69,neutral,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
d53213e2-4bae-46d7-a2cc-5799724f2847,negative,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2c244ee3-ee31-4123-ac99-de0b918c721c,negative,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29c5f101-f6e4-4831-a37e-b0f558584eaa,positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
b0dc20ef-c28d-44a0-a49c-05bc5b195dcc,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
540782c0-0f04-435b-a328-9fd2572dcff8,negative,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
646fdece-5731-4df4-8739-56396f5aa8f3,negative,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2020ccd7-18fc-4995-b9d5-43e79c5595ae,negative,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0
7222783f-52d7-46c1-a2fc-23d565631c75,positive,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
d9ddc934-024b-4680-bd64-af98a08a5e0d,negative,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
6f72374a-5c0e-4c1e-a8c3-36440dd89311,neutral,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
b2835f2a-9b03-4124-a1ac-47afab5feb7e,negative,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
a6a23cf6-c4a1-43a2-8df9-e0b11c075c9f,negative,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
97a9ac0b-302e-41f9-8c1d-b38e9027b9c9,positive,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39c7ea2c-1b9f-4be6-8894-bc3c329db4eb,negative,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5277ea22-833e-456e-b8ad-02dc847c1a13,positive,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
50a1f18e-e73c-4f56-833d-515ceba090ae,negative,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8702144b-2508-4f4e-a68e-1c7b58158ddb,negative,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
